9.037797,7.285097,5000
9.020189,7.272603,3700
9.129875,7.349372,3700
9.108014,7.333905,3200
9.020142,7.272606,1201
9.037797,7.285097,5000
9.037797,7.285097,5000
9.028036,7.277044,5000
9.020189,7.272603,3700
9.130444,7.348530,3700
9.108014,7.333905,3200
9.020142,7.272606,1201
9.028036,7.277044,5000
9.028036,7.277044,5000
9.037797,7.285097,5000
9.037797,7.285097,3500
8.900561,7.189353,3500
9.037797,7.285097,2450
8.993439,7.253733,1201
9.037797,7.285097,5000
9.037797,7.285097,3700
9.147568,7.361744,3700
9.106406,7.332996,3200
9.020142,7.272606,1201
9.028036,7.277044,5000
8.918244,7.200452,3500
8.918244,7.200452,3500
8.993439,7.253733,1201
9.028036,7.277044,5000
9.028036,7.277044,5000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.749444,4.641667,6000
50.723658,4.602464,6000
50.723658,4.602464,6000
50.723658,4.602464,6000
50.723658,4.602464,6000
50.791469,4.705693,6000
50.791469,4.705693,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.749444,4.641667,6000
50.723658,4.602464,6000
50.698235,4.563875,6000
50.651481,4.493067,6000
50.902222,4.538056,700
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.926947,3.992614,6000
50.926947,3.992614,4000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
51.190556,4.472500,8000
51.190556,4.472500,8000
50.912597,4.502628,184
51.118611,4.841944,2000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.986820,4.765016,2000
50.986820,4.765016,2000
50.986820,4.765016,2000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
51.118611,4.841944,3000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.986820,4.765016,2000
50.986820,4.765016,2000
50.986820,4.765016,2000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.118611,4.841944,3000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.986820,4.765016,2000
50.986820,4.765016,2000
50.986820,4.765016,2000
50.919685,4.617979,1420
50.898939,4.523286,184
50.876667,5.134444,4500
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.970125,4.850594,3000
50.970125,4.850594,3000
50.970125,4.850594,3000
50.946861,4.742978,3000
50.946861,4.742978,3000
50.946861,4.742978,3000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
51.118611,4.841944,3000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.118611,4.841944,3000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.919685,4.617979,1400
50.898939,4.523286,184
50.876667,5.134444,4500
50.876667,5.134444,6000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
51.118611,4.841944,3000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.118611,4.841944,3000
51.118611,4.841944,3000
51.118611,4.841944,3000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.956611,4.788013,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.970125,4.850594,3000
50.970125,4.850594,3000
50.970125,4.850594,3000
50.946861,4.742978,3000
50.946861,4.742978,3000
50.946861,4.742978,3000
50.940351,4.712965,2630
50.940351,4.712965,2630
50.940351,4.712965,2630
50.929483,4.662962,2000
50.929483,4.662962,2000
50.929483,4.662962,2000
50.794404,4.453259,2000
50.886928,4.491422,184
50.907778,4.138889,4000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.902222,4.538056,6000
50.902222,4.538056,6000
50.902222,4.538056,6000
50.907778,4.138889,3000
50.907778,4.138889,3000
50.907778,4.138889,3000
50.714729,4.210861,3000
50.714729,4.210861,3000
50.714729,4.210861,3000
50.686757,4.221239,3000
50.686757,4.221239,3000
50.686757,4.221239,3000
50.709503,4.372495,2000
50.709503,4.372495,2000
50.709503,4.372495,2000
50.713835,4.419613,2000
50.713835,4.419613,2000
50.713835,4.419613,2000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.190556,4.472500,8000
50.907778,4.138889,3000
50.907778,4.138889,3000
50.907778,4.138889,3000
50.714729,4.210861,3000
50.714729,4.210861,3000
50.714729,4.210861,3000
50.686757,4.221239,3000
50.686757,4.221239,3000
50.686757,4.221239,3000
50.709503,4.372495,2000
50.709503,4.372495,2000
50.709503,4.372495,2000
50.713835,4.419613,2000
50.713835,4.419613,2000
50.713835,4.419613,2000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.907778,4.138889,3000
50.907778,4.138889,3000
50.907778,4.138889,3000
50.714729,4.210861,3000
50.714729,4.210861,3000
50.714729,4.210861,3000
50.686757,4.221239,3000
50.686757,4.221239,3000
50.686757,4.221239,3000
50.709503,4.372495,2000
50.709503,4.372495,2000
50.709503,4.372495,2000
50.713835,4.419613,2000
50.713835,4.419613,2000
50.713835,4.419613,2000
50.858327,4.338512,2000
50.874828,4.413297,1100
50.889044,4.480417,184
50.920278,4.616389,2000
51.118611,4.841944,3000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
50.865240,4.202974,2000
50.865240,4.202974,2000
50.865240,4.202974,2000
50.828783,4.205278,2000
50.828783,4.205278,2000
50.828783,4.205278,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.922645,4.252158,3000
50.922645,4.252158,3000
50.922645,4.252158,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
51.165000,4.183889,3000
50.865240,4.202974,2000
50.865240,4.202974,2000
50.865240,4.202974,2000
50.828783,4.205278,2000
50.828783,4.205278,2000
50.828783,4.205278,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.926947,3.992614,4000
50.833090,4.075498,2000
50.833090,4.075498,2000
50.833090,4.075498,2000
50.902222,4.538056,2000
50.902222,4.538056,2000
50.902222,4.538056,2000
50.902222,4.538056,2000
50.902222,4.538056,2000
50.902222,4.538056,2000
50.902222,4.538056,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.796322,4.238667,2000
50.796322,4.238667,2000
50.796322,4.238667,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
50.830720,4.213988,2000
51.054922,4.563756,3000
51.021097,4.549457,2330
50.988881,4.535859,1700
50.956663,4.522279,1060
50.912928,4.502019,184
50.876667,3.862889,4000
50.876667,5.134444,6000
50.876667,5.134444,6000
50.876667,5.134444,6000
51.069406,4.755358,3000
51.069406,4.755358,3000
51.069406,4.755358,3000
51.092295,4.620247,3000
51.092295,4.620247,3000
51.092295,4.620247,3000
51.103241,4.584219,3000
51.103241,4.584219,3000
51.103241,4.584219,3000
51.190556,4.472500,8000
51.190556,4.472500,8000
51.190556,4.472500,8000
50.953820,4.344624,8000
50.953820,4.344624,8000
50.953820,4.344624,8000
51.026225,4.714872,3000
